,id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,image_url,state,lat,long,posting_date
346848,7316416594,greenville / upstate,6680,2012.0,hyundai,elantra gls,excellent,4 cylinders,gas,160100.0,clean,automatic,fwd,mid-size,sedan,black,https://images.craigslist.org/00s0s_dwQm7wrXf78z_0kE0fu_600x450.jpg,sc,34.8747,-82.39553,2021-05-03T16:41:29-0400
99062,7313011303,jacksonville,14900,2014.0,bmw,x3,like new,4 cylinders,gas,101706.0,clean,automatic,fwd,full-size,SUV,black,https://images.craigslist.org/01111_c4ZOSZ1KJsiz_0kE0fu_600x450.jpg,fl,30.224282,-81.737588,2021-04-26T16:28:56-0400
82449,7308072057,western slope,17400,2014.0,bmw,328i gt,excellent,4 cylinders,gas,69297.0,clean,automatic,4wd,mid-size,hatchback,black,https://images.craigslist.org/01010_1UtuefcQvqOz_0CI0pE_600x450.jpg,co,39.1032,-108.5491,2021-04-16T20:10:34-0600
269504,7316233535,glens falls,19450,2018.0,subaru,forester,excellent,4 cylinders,gas,81937.0,clean,automatic,4wd,mid-size,wagon,black,https://images.craigslist.org/00x0x_6Uke0xYMxZWz_0ak07K_600x450.jpg,ny,43.58173,-73.26481,2021-05-03T11:54:44-0400
399246,7306633398,southwest VA,31900,2015.0,gmc,sierra 1500,excellent,8 cylinders,gas,145000.0,clean,automatic,4wd,full-size,truck,grey,https://images.craigslist.org/01010_3JEI72HGT0qz_0kE0fu_600x450.jpg,va,36.277274,-80.339826,2021-04-14T10:07:14-0400
242525,7310025344,raleigh / durham / CH,18000,2007.0,harley-davidson,davidson rwd,excellent,8 cylinders,gas,137400.0,clean,automatic,rwd,full-size,truck,black,https://images.craigslist.org/00606_d6n91f7a4Xhz_0CI0t2_600x450.jpg,nc,35.929411,-78.745453,2021-04-20T16:46:20-0400
281152,7309053013,syracuse,6100,2007.0,gmc,yukonslt,good,8 cylinders,gas,67000.0,salvage,automatic,4wd,full-size,SUV,silver,https://images.craigslist.org/00T0T_Uy35gI3ZFjz_0fu0bC_600x450.jpg,ny,43.3211,-76.4034,2021-04-18T21:49:02-0400
278302,7315766697,rochester,8950,2011.0,toyota,rav 4,excellent,4 cylinders,gas,160000.0,clean,automatic,4wd,mid-size,SUV,green,https://images.craigslist.org/00V0V_4fEB4eAc1gNz_0CI0t2_600x450.jpg,ny,43.218698,-77.426689,2021-05-02T11:43:14-0400
187246,7314711416,boston,18995,2014.0,rover,evoque,excellent,4 cylinders,gas,108853.0,clean,automatic,4wd,mid-size,SUV,white,https://images.craigslist.org/00S0S_115sSrcQ7RDz_0g80c6_600x450.jpg,ma,41.9099,-72.6029,2021-04-30T06:14:20-0400
339859,7308484174,scranton / wilkes-barre,2000,2005.0,jeep,grand cherokee,fair,6 cylinders,gas,138369.0,clean,automatic,4wd,full-size,SUV,brown,https://images.craigslist.org/00y0y_39oWpuO2zDdz_0CI0t2_600x450.jpg,pa,41.758111,-75.621084,2021-04-17T17:27:30-0400
257985,7308436003,south jersey,3200,2005.0,toyota,corolla,excellent,4 cylinders,gas,171000.0,clean,automatic,fwd,mid-size,sedan,silver,https://images.craigslist.org/00L0L_916768JSFhpz_0lM0t2_600x450.jpg,nj,39.7529,-75.3362,2021-04-17T16:00:45-0400
217910,7307257596,st cloud,3499,2006.0,chevrolet,equinox,good,6 cylinders,gas,200000.0,clean,automatic,fwd,full-size,SUV,white,https://images.craigslist.org/00C0C_hXfqLLyZ34kz_0CI0t2_600x450.jpg,mn,45.5521,-94.1284,2021-04-15T11:58:37-0500
399433,7314467721,winchester,9450,2014.0,ford,focus se hatchback,excellent,4 cylinders,gas,54345.0,clean,automatic,fwd,full-size,hatchback,grey,https://images.craigslist.org/00909_lSylwhuxovDz_0gw0co_600x450.jpg,va,38.9268,-78.1796,2021-04-29T15:23:15-0400
37837,7312163970,modesto,3000,2002.0,honda,accord,good,4 cylinders,gas,147000.0,clean,automatic,fwd,full-size,sedan,silver,https://images.craigslist.org/00B0B_iXXp5lpJ5uLz_0Mh0yd_600x450.jpg,ca,37.430884,-120.780231,2021-04-24T17:33:36-0700
258302,7307179855,south jersey,8690,2012.0,honda,civic ex-t,excellent,4 cylinders,gas,119885.0,clean,automatic,fwd,compact,sedan,silver,https://images.craigslist.org/00Z0Z_1EKRFhrrSUsz_0ak07K_600x450.jpg,nj,39.9511,-74.9946,2021-04-15T10:58:55-0400
136011,7316744844,spokane / coeur d'alene,8490,2013.0,kia,soul,good,4 cylinders,gas,52626.0,clean,automatic,fwd,mid-size,hatchback,silver,https://images.craigslist.org/00a0a_8u3FeTTCNHuz_0CI0lM_600x450.jpg,id,48.467712,-116.528624,2021-05-04T08:43:52-0700
210194,7315683501,upper peninsula,15995,2016.0,chevrolet,equinox ltz,excellent,4 cylinders,gas,127000.0,clean,automatic,4wd,mid-size,SUV,blue,https://images.craigslist.org/00B0B_65N7JPKlfqHz_0kE0fu_600x450.jpg,mi,45.836476,-87.040218,2021-05-02T07:44:18-0400
140966,7315916206,chicago,5900,2006.0,toyota,avalon touring,like new,6 cylinders,gas,189000.0,clean,automatic,fwd,full-size,sedan,orange,https://images.craigslist.org/00b0b_j0sSSqKCzzbz_0t20CI_600x450.jpg,il,41.735033,-87.721551,2021-05-02T15:34:53-0500
155080,7304643310,south bend / michiana,11400,2012.0,audi,a4,excellent,4 cylinders,gas,102278.0,clean,automatic,4wd,compact,sedan,blue,https://images.craigslist.org/00N0N_2aWkCgHLM7bz_09G07g_600x450.jpg,in,41.66553,-86.249468,2021-04-10T10:15:54-0400
126269,7313456506,northwest GA,17200,2017.0,jeep,cherokee,good,6 cylinders,gas,79000.0,clean,automatic,4wd,full-size,SUV,red,https://images.craigslist.org/00f0f_gW3NW9kBVTcz_0d40hq_600x450.jpg,ga,34.502521,-84.951466,2021-04-27T14:39:29-0400
398539,7309219709,roanoke,38900,2012.0,chevrolet,silverado 2500hd,excellent,8 cylinders,diesel,132000.0,clean,automatic,4wd,full-size,truck,silver,https://images.craigslist.org/00R0R_32vbDQwuwy4z_0kE0fu_600x450.jpg,va,36.277274,-80.339826,2021-04-19T10:35:53-0400
307589,7313152797,texoma,21999,2014.0,mitsubishi,lancer evolution gsr,good,4 cylinders,gas,114000.0,clean,manual,4wd,compact,sedan,white,https://images.craigslist.org/00o0o_clMNf70cmtRz_0fu0bC_600x450.jpg,ok,33.6435,-96.6075,2021-04-26T20:34:12-0500
271490,7315321440,ithaca,21800,2010.0,toyota,tundra,excellent,8 cylinders,gas,93128.0,clean,automatic,4wd,full-size,pickup,green,https://images.craigslist.org/01111_eEGDiJ8LoQAz_0kE0fu_600x450.jpg,ny,42.101285,-75.926773,2021-05-01T11:45:53-0400
423925,7311470691,milwaukee,27990,2008.0,ford,econoline cargo van,good,8 cylinders,gas,83459.0,clean,automatic,rwd,full-size,truck,white,https://images.craigslist.org/01111_hzzHPW2fJAZz_0kE0fu_600x450.jpg,wi,40.468785,-74.281707,2021-04-23T13:14:16-0500
12563,7315605025,phoenix,9999,2014.0,ford,focus se,excellent,4 cylinders,gas,38000.0,clean,automatic,fwd,mid-size,sedan,black,https://images.craigslist.org/01212_cnLo8XiqmjGz_0CI0t2_600x450.jpg,az,32.912263,-111.277413,2021-05-01T18:22:15-0700
160134,7316742683,omaha / council bluffs,7490,2007.0,honda,accord lx,excellent,4 cylinders,gas,49000.0,rebuilt,automatic,fwd,mid-size,sedan,brown,https://images.craigslist.org/00q0q_4uywIcrsqrMz_0CI0t2_600x450.jpg,ia,41.212868,-96.048832,2021-05-04T10:40:21-0500
152187,7311408491,indianapolis,27990,2008.0,ford,econoline cargo van,good,8 cylinders,gas,83459.0,clean,automatic,rwd,full-size,truck,white,https://images.craigslist.org/01111_hzzHPW2fJAZz_0kE0fu_600x450.jpg,in,40.468785,-74.281707,2021-04-23T12:39:42-0400
60486,7316924266,SF bay area,43991,2018.0,mercedes-benz,e-class,excellent,6 cylinders,gas,31481.0,clean,automatic,rwd,sub-compact,coupe,white,https://images.craigslist.org/00m0m_hgq0MoqSoI5z_0ak07K_600x450.jpg,ca,37.41082,-122.12386,2021-05-04T13:30:17-0700
422081,7316983871,milwaukee,1500,2007.0,ford,fusion,fair,6 cylinders,gas,200000.0,clean,automatic,fwd,full-size,sedan,silver,https://images.craigslist.org/00m0m_a5wtt0AWbsMz_0dq0t2_600x450.jpg,wi,43.3252,-88.1626,2021-05-04T17:25:07-0500
188187,7313518181,boston,24995,2017.0,chevrolet,colorado,good,6 cylinders,gas,121802.0,clean,automatic,4wd,full-size,truck,grey,https://images.craigslist.org/00f0f_9e4Qfrh8PN3z_0cU09G_600x450.jpg,ma,42.728,-71.181,2021-04-27T16:23:05-0400
215652,7315561628,minneapolis / st paul,13900,2016.0,volkswagen,e-golf,excellent,other,electric,19400.0,clean,other,fwd,compact,hatchback,blue,https://images.craigslist.org/01717_cA6RUVolhX9z_0CI0t2_600x450.jpg,mn,44.962723,-93.299461,2021-05-01T18:12:59-0500
113042,7315005771,south florida,6995,2012.0,mazda,mazda3,excellent,4 cylinders,gas,91070.0,clean,automatic,fwd,compact,sedan,black,https://images.craigslist.org/00H0H_k3NqnLvFvZEz_09G07g_600x450.jpg,fl,26.093111,-80.142651,2021-04-30T16:33:24-0400
103999,7313902726,okaloosa / walton,25000,2018.0,toyota,tacoma,excellent,6 cylinders,gas,93337.0,clean,automatic,fwd,full-size,truck,silver,https://images.craigslist.org/00p0p_44hcRSccisiz_0dq0t2_600x450.jpg,fl,30.431609,-86.140114,2021-04-28T12:10:02-0500
12928,7314150277,prescott,21500,2000.0,porsche,911,good,6 cylinders,gas,92527.0,clean,manual,rwd,compact,coupe,silver,https://images.craigslist.org/00f0f_iPFb2vP03qZz_0gw0co_600x450.jpg,az,34.5917,-112.4265,2021-04-28T18:22:54-0700
186286,7315836877,boston,2000,2007.0,nissan,murano,good,6 cylinders,gas,147623.0,clean,manual,4wd,full-size,SUV,white,https://images.craigslist.org/00l0l_luFItFTl0Qcz_1320MM_600x450.jpg,ma,42.1258,-71.0437,2021-05-02T14:01:19-0400
390684,7313704941,fredericksburg,7995,2012.0,honda,civic,like new,4 cylinders,gas,105750.0,clean,automatic,fwd,mid-size,sedan,blue,https://images.craigslist.org/00303_cF7NWxwp7MS_0x20g4_600x450.jpg,va,38.2481,-77.4681,2021-04-28T01:02:47-0400
92274,7314819735,daytona beach,5890,2003.0,lincoln,navigator 4wd,excellent,8 cylinders,gas,144105.0,clean,automatic,rwd,full-size,SUV,white,https://images.craigslist.org/00C0C_dBdr2kgeyq7z_08I0fu_600x450.jpg,fl,29.1383,-80.9956,2021-04-30T11:25:06-0400
32633,7313577175,inland empire,9750,2014.0,ford,econoline e350,excellent,8 cylinders,other,97000.0,clean,automatic,rwd,full-size,other,blue,https://images.craigslist.org/00E0E_fhcZoUTjOqpz_0co0gw_600x450.jpg,ca,34.141,-117.6581,2021-04-27T15:17:39-0700
107204,7312807460,panama city,8990,2015.0,chevrolet,captiva sport,good,4 cylinders,gas,105206.0,clean,automatic,fwd,compact,SUV,red,https://images.craigslist.org/00q0q_krYnf1a8WX6z_07K05O_600x450.jpg,fl,30.174916,-85.624915,2021-04-26T10:14:27-0500
425363,7311907416,sheboygan,22594,2013.0,gmc,sierra 2500hd,excellent,8 cylinders,gas,153551.0,clean,automatic,4wd,full-size,truck,grey,https://images.craigslist.org/00X0X_dvNg9rrNMi7z_0ak07K_600x450.jpg,wi,44.07818,-87.6968,2021-04-24T11:28:27-0500
416473,7311475716,eau claire,8500,2007.0,chevrolet,silverado 1500,good,8 cylinders,gas,179700.0,clean,automatic,4wd,full-size,truck,red,https://images.craigslist.org/00S0S_7Cx3YxriLaEz_0CI0t2_600x450.jpg,wi,44.79921,-91.4641,2021-04-23T13:21:58-0500
113472,7314736816,south florida,4995,2008.0,nissan,maxima sl,like new,4 cylinders,gas,102000.0,clean,automatic,fwd,full-size,sedan,black,https://images.craigslist.org/00f0f_1FYT9xaIqVRz_0pO0jm_600x450.jpg,fl,26.0161,-80.1517,2021-04-30T08:31:09-0400
13541,7309519290,show low,17000,2014.0,ford,f150 4x4,excellent,8 cylinders,gas,145000.0,clean,automatic,4wd,full-size,pickup,white,https://images.craigslist.org/00U0U_j4FJrmtwPKjz_0t20CI_600x450.jpg,az,34.1077,-109.294,2021-04-19T15:00:37-0700
344198,7313546364,charleston,6800,2005.0,mercedes-benz,s430 sedan,like new,8 cylinders,gas,133960.0,clean,automatic,rwd,full-size,sedan,silver,https://images.craigslist.org/01212_lBaaVDYqzBYz_0CI0t2_600x450.jpg,sc,28.774,-81.6439,2021-04-27T17:15:22-0400
213379,7308797930,mankato,5249,2006.0,nissan,altima,excellent,4 cylinders,gas,143985.0,clean,automatic,fwd,full-size,sedan,silver,https://images.craigslist.org/00000_7R6od5elslBz_0CI0t2_600x450.jpg,mn,44.447783,-94.390039,2021-04-18T11:52:47-0500
171430,7312118812,lexington,59000,2003.0,ford,f350 crew cab,good,8 cylinders,diesel,72000.0,clean,automatic,4wd,full-size,pickup,red,https://images.craigslist.org/01111_jv5IeWf5fdZz_0ik0ak_600x450.jpg,ky,36.1163,-83.481,2021-04-24T18:37:25-0400
314696,7305924475,corvallis/albany,8500,2017.0,ford,fiesta s,good,4 cylinders,gas,55134.0,clean,automatic,fwd,mid-size,sedan,silver,https://images.craigslist.org/01717_cys77usP4oZz_0gw0co_600x450.jpg,or,44.634062,-123.091372,2021-04-12T16:11:46-0700
309749,7308055639,tulsa,15997,2004.0,porsche,boxster,excellent,6 cylinders,gas,72173.0,clean,automatic,rwd,mid-size,convertible,black,https://images.craigslist.org/00Z0Z_iC5yke6jDC4z_0kE0fu_600x450.jpg,ok,36.062162,-95.797464,2021-04-16T20:15:10-0500
343191,7307674886,rhode island,13500,2015.0,toyota,rav 4,excellent,4 cylinders,gas,111000.0,clean,automatic,4wd,full-size,SUV,silver,https://images.craigslist.org/00d0d_8HRWDeJoUt1z_0d40hq_600x450.jpg,ri,41.4353,-71.4616,2021-04-16T10:12:42-0400
164428,7316428784,"kansas city, MO",7500,2014.0,mazda,mazda5 touring,excellent,4 cylinders,gas,93757.0,clean,automatic,fwd,mid-size,mini-van,red,https://images.craigslist.org/00U0U_3kaRbxvIulYz_0CI0t2_600x450.jpg,ks,38.8161,-94.5328,2021-05-03T16:02:21-0500
414917,7316783975,appleton-oshkosh-FDL,14990,2012.0,ram,1500 slt,good,8 cylinders,gas,166542.0,clean,automatic,4wd,full-size,truck,red,https://images.craigslist.org/00R0R_chGFFlP4UWWz_0CI0t2_600x450.jpg,wi,44.195005,-88.543775,2021-05-04T11:44:25-0500
82410,7308913231,western slope,14900,2014.0,ford,fusion titanium,excellent,4 cylinders,gas,66690.0,clean,automatic,4wd,mid-size,sedan,white,https://images.craigslist.org/00f0f_em9jcDzGFz6z_0ft0kE_600x450.jpg,co,39.087781,-108.572849,2021-04-18T14:14:18-0600
82950,7315348682,eastern CT,21500,2008.0,ford,f-450 super duty,excellent,8 cylinders,diesel,71000.0,clean,automatic,rwd,full-size,truck,white,https://images.craigslist.org/00x0x_5a8w9IhRfEHz_0f40bi_600x450.jpg,ct,41.8274,-71.52,2021-05-01T12:31:50-0400
359561,7314740110,nashville,7995,2008.0,lexus,is 250,excellent,6 cylinders,gas,153080.0,clean,automatic,rwd,mid-size,sedan,silver,https://images.craigslist.org/01414_hlqszXg3oUU_0kE0fu_600x450.jpg,tn,35.871938,-86.418494,2021-04-30T07:42:06-0500
31344,7315076083,inland empire,6950,2010.0,subaru,impreza 2.5i awd 4d,excellent,4 cylinders,gas,126700.0,clean,automatic,4wd,full-size,sedan,silver,https://images.craigslist.org/00q0q_5GstcmUXKhtz_0lL0t2_600x450.jpg,ca,34.1283,-117.2087,2021-04-30T15:50:50-0700
142826,7314059059,chicago,500,2015.0,ford,fusion,like new,4 cylinders,gas,20000.0,clean,automatic,fwd,full-size,sedan,silver,https://images.craigslist.org/00q0q_ctgP7zyMju1z_0jm0ew_600x450.jpg,il,41.8927,-87.941,2021-04-28T16:41:11-0500
318173,7309997985,eugene,10000,2003.0,ford,e-450,excellent,8 cylinders,diesel,199000.0,clean,automatic,rwd,full-size,bus,black,https://images.craigslist.org/00d0d_iHnsbbx2RKfz_06x09v_600x450.jpg,or,44.0682,-123.0819,2021-04-20T12:58:27-0700
358769,7316706230,nashville,23988,2017.0,gmc,savana,excellent,8 cylinders,gas,143604.0,clean,automatic,rwd,full-size,truck,yellow,https://images.craigslist.org/00S0S_4QTp2dRnJL2z_0gw0co_600x450.jpg,tn,35.859107,-86.405488,2021-05-04T09:38:34-0500
143932,7312915071,"quad cities, IA/IL",8000,1999.0,ford,mustang gt convertible,like new,8 cylinders,gas,47000.0,clean,automatic,rwd,full-size,convertible,yellow,https://images.craigslist.org/00404_hdEhke1ciSxz_0CI0t2_600x450.jpg,il,41.4913,-90.5648,2021-04-26T12:54:51-0500
189451,7307922621,south coast,14900,2002.0,chevrolet,c3500hd,excellent,8 cylinders,gas,134000.0,clean,automatic,rwd,full-size,truck,white,https://images.craigslist.org/00v0v_1sp5rIydGDm_0AQ0t2_600x450.jpg,ma,41.633295,-71.081813,2021-04-16T16:32:05-0400
279365,7309210110,rochester,14995,2009.0,ford,f-350 sd,good,8 cylinders,gas,160000.0,clean,automatic,4wd,full-size,truck,red,https://images.craigslist.org/00h0h_gKmW4XmZChTz_0kE0fu_600x450.jpg,ny,43.225408,-77.348355,2021-04-19T10:21:01-0400
107806,7308769249,pensacola,25000,2007.0,nissan,ud 2000,good,6 cylinders,diesel,475000.0,clean,automatic,rwd,full-size,truck,white,https://images.craigslist.org/01111_2kcK1nJJi58z_0CI0t2_600x450.jpg,fl,30.8985,-87.1332,2021-04-18T11:03:30-0500
354027,7302903622,jackson,8299,2015.0,nissan,altima 2.5 s,good,4 cylinders,gas,41000.0,rebuilt,automatic,fwd,full-size,sedan,silver,https://images.craigslist.org/00k0k_8m9maM0uHk2z_0CI0t2_600x450.jpg,tn,35.6829,-88.8281,2021-04-06T19:00:45-0500
21212,7316613709,bakersfield,36950,2007.0,ram,2500 quad cab,excellent,6 cylinders,diesel,121349.0,clean,automatic,4wd,full-size,truck,silver,https://images.craigslist.org/00D0D_1cwNTs8Q5nKz_0CI0t2_600x450.jpg,ca,33.794656,-117.992994,2021-05-04T00:25:15-0700
221956,7313039302,springfield,10500,2008.0,gmc,yukon xl denali,good,8 cylinders,gas,185000.0,clean,automatic,4wd,full-size,SUV,red,https://images.craigslist.org/00Z0Z_dFqP0YCuGEmz_0CI0t2_600x450.jpg,mo,37.1634,-93.4202,2021-04-26T16:17:16-0500
382921,7312411840,san marcos,8995,1999.0,chevrolet,tahoe sport,good,8 cylinders,gas,299000.0,clean,automatic,4wd,full-size,SUV,white,https://images.craigslist.org/00E0E_39NumxaqTxnz_0t20CI_600x450.jpg,tx,30.581587,-100.007172,2021-04-25T12:46:29-0500
128534,7315589729,hawaii,500,2007.0,ford,e250 cargo van,fair,8 cylinders,gas,165302.0,clean,automatic,rwd,full-size,van,white,https://images.craigslist.org/00404_cLFKztmLU4Wz_0CI0t2_600x450.jpg,hi,19.570449,-154.956772,2021-05-01T14:31:50-1000
149535,7310353964,"st louis, MO",11995,2014.0,gmc,terrain sle2,excellent,4 cylinders,gas,116939.0,clean,automatic,fwd,mid-size,SUV,blue,https://images.craigslist.org/00K0K_dQMGBLhWyxNz_0ak07K_600x450.jpg,il,38.965355,-90.959128,2021-04-21T10:45:44-0500
226809,7313627183,great falls,4500,1977.0,chevrolet,el camino,good,8 cylinders,gas,75875.0,clean,automatic,rwd,full-size,other,brown,https://images.craigslist.org/00O0O_edvtqDTSssA_600x450.jpg,mt,47.5262,-111.2764,2021-04-27T18:14:29-0600
100837,7316891333,lakeland,35999,2018.0,chevrolet,camaro,excellent,8 cylinders,gas,51699.0,clean,automatic,rwd,mid-size,coupe,grey,https://images.craigslist.org/00C0C_lCI69dZkyzVz_0kE0fu_600x450.jpg,fl,28.466088,-81.396429,2021-05-04T15:33:45-0400
183788,7303719836,baltimore,11900,2004.0,ford,excursion xlt,good,10 cylinders,gas,132000.0,clean,automatic,rwd,full-size,SUV,black,https://images.craigslist.org/00N0N_7YJxzqhdZNbz_0cA0gM_600x450.jpg,md,39.3923,-76.4132,2021-04-08T13:08:48-0400
300634,7302697503,mansfield,16995,2017.0,toyota,camry se,like new,4 cylinders,gas,49558.0,clean,automatic,fwd,mid-size,sedan,blue,https://images.craigslist.org/01010_h9l3Xv9qk01z_0CI0t2_600x450.jpg,oh,40.812476,-82.949602,2021-04-06T13:45:07-0400
41571,7316261868,orange county,16588,2013.0,subaru,outback,excellent,6 cylinders,gas,85013.0,clean,automatic,4wd,mid-size,wagon,blue,https://images.craigslist.org/00g0g_dEy23yVkcVfz_0ak07K_600x450.jpg,ca,33.47588,-117.67563,2021-05-03T09:37:26-0700
128454,7315646799,hawaii,35000,2018.0,toyota,tacoma,excellent,6 cylinders,gas,25411.0,clean,automatic,4wd,mid-size,pickup,blue,https://images.craigslist.org/00W0W_22M69nFARlMz_0ws0g1_600x450.jpg,hi,20.8469,-156.3327,2021-05-01T18:40:22-1000
293771,7309039272,cleveland,8750,2012.0,volkswagen,eos,excellent,4 cylinders,gas,107000.0,clean,automatic,fwd,compact,convertible,brown,https://images.craigslist.org/01515_hkSnHrB2bqbz_1320MM_600x450.jpg,oh,41.5277,-81.5323,2021-04-18T21:04:53-0400
135844,7316912791,spokane / coeur d'alene,6298,2006.0,honda,element ex-p awd,excellent,4 cylinders,gas,240463.0,rebuilt,automatic,4wd,mid-size,SUV,red,https://images.craigslist.org/00404_i5fOaInI6iHz_0CI0lM_600x450.jpg,id,47.701329,-117.364847,2021-05-04T13:09:46-0700
409316,7316422480,seattle-tacoma,3333,1963.0,volvo,122s,good,4 cylinders,gas,99999.0,clean,manual,rwd,compact,sedan,green,https://images.craigslist.org/00I0I_b5V6WHiCSwAz_0CI0sV_600x450.jpg,wa,47.0246,-122.2936,2021-05-03T13:51:27-0700
374680,7316508932,houston,38900,2014.0,gmc,sierra 1500,excellent,8 cylinders,gas,25870.0,clean,automatic,rwd,full-size,pickup,white,https://images.craigslist.org/00L0L_dgSk52aZ8pXz_09G07g_600x450.jpg,tx,29.747353,-95.643891,2021-05-03T18:46:54-0500
192457,7312367918,worcester / central MA,7995,2009.0,ford,f150,good,8 cylinders,gas,156000.0,clean,automatic,4wd,full-size,truck,grey,https://images.craigslist.org/00H0H_2ilCqcdpaMgz_1320MM_600x450.jpg,ma,42.571524,-72.158539,2021-04-25T12:28:03-0400
265814,7301593465,albany,8995,2013.0,ford,explorer 4x4,good,6 cylinders,gas,150000.0,clean,automatic,4wd,full-size,SUV,custom,https://images.craigslist.org/00F0F_4EQd7PGZnRt_05a03S_600x450.jpg,ny,42.5959,-72.2267,2021-04-04T06:02:08-0400
399119,7312743636,southwest VA,28990,2016.0,chevrolet,silverado 1500,like new,8 cylinders,gas,118630.0,clean,automatic,4wd,full-size,truck,white,https://images.craigslist.org/00U0U_efjTBsLeAfDz_0kE0fu_600x450.jpg,va,36.1165,-80.0831,2021-04-26T09:20:37-0400
118291,7314324475,tampa bay area,13999,2015.0,mazda,6,excellent,4 cylinders,gas,115429.0,clean,automatic,fwd,mid-size,sedan,black,https://images.craigslist.org/00r0r_1ivT3twN9Lzz_0CI0t2_600x450.jpg,fl,28.899361,-82.374053,2021-04-29T11:21:57-0400
186784,7315217376,boston,0,2018.0,honda,accord ex 1.5l turbo,excellent,4 cylinders,gas,75344.0,clean,automatic,fwd,full-size,sedan,silver,https://images.craigslist.org/00606_earJsccrpUdz_0cU08R_600x450.jpg,ma,42.765205,-71.102082,2021-05-01T07:16:05-0400
119202,7313057638,tampa bay area,8500,1997.0,ram,2500 laramie,fair,6 cylinders,diesel,236000.0,clean,automatic,rwd,full-size,pickup,white,https://images.craigslist.org/00Q0Q_llXLYco23Lvz_0CI0i5_600x450.jpg,fl,27.7549,-82.7208,2021-04-26T17:52:30-0400
21434,7315316567,bakersfield,0,2019.0,jeep,wrangler unlimited rubicon,excellent,4 cylinders,gas,20827.0,clean,automatic,4wd,full-size,offroad,grey,https://images.craigslist.org/00s0s_VSj12uD0B1z_0mU0hb_600x450.jpg,ca,36.32725,-119.276729,2021-05-01T08:37:08-0700
352320,7306772582,chattanooga,13500,2007.0,mercedes-benz,cl 550,excellent,8 cylinders,gas,107000.0,clean,automatic,rwd,full-size,coupe,black,https://images.craigslist.org/00P0P_6FaVbKwZzR7z_0CI0lM_600x450.jpg,tn,35.044853,-85.162481,2021-04-14T13:48:01-0400
47733,7305872184,redding,10999,2011.0,audi,a4,excellent,4 cylinders,gas,67123.0,clean,automatic,fwd,compact,sedan,black,https://images.craigslist.org/00S0S_k7I84alodhxz_09G07g_600x450.jpg,ca,38.608933,-121.430188,2021-04-12T14:26:35-0700
98344,7315295627,jacksonville,0,2017.0,chevrolet,cruze,excellent,4 cylinders,gas,97042.0,clean,manual,fwd,compact,sedan,silver,https://images.craigslist.org/00l0l_95JxSUAzrXNz_0cU09G_600x450.jpg,fl,30.290058,-81.586484,2021-05-01T11:00:19-0400
59175,7310673803,santa barbara,14500,1991.0,ford,bronco 25 year anniversary,excellent,8 cylinders,gas,126.0,clean,automatic,4wd,full-size,SUV,red,https://images.craigslist.org/00V0V_f8mRwGIiuQkz_0CI0lM_600x450.jpg,ca,33.673926,-117.812748,2021-04-21T18:54:52-0700
249468,7316757087,central NJ,6495,2013.0,nissan,versa,like new,4 cylinders,gas,94711.0,clean,automatic,fwd,compact,sedan,black,https://images.craigslist.org/00w0w_c9MRMiyuA2Vz_0ak07K_600x450.jpg,nj,40.463961,-74.262957,2021-05-04T12:03:22-0400
35814,7307576281,mendocino county,10900,2008.0,ford,f350 4x4 crew cab,excellent,10 cylinders,gas,303400.0,clean,automatic,4wd,full-size,pickup,white,https://images.craigslist.org/00b0b_kHa9zjZBTSIz_0t20CI_600x450.jpg,ca,39.10737,-123.19556,2021-04-15T22:30:51-0700
212655,7309535065,fargo / moorhead,10395,2013.0,nissan,pathfinder,good,6 cylinders,gas,143779.0,clean,automatic,4wd,full-size,SUV,grey,https://images.craigslist.org/00303_iPB1aXCRFGNz_0cU09G_600x450.jpg,mn,46.842209,-96.769064,2021-04-19T17:32:03-0500
212086,7303831418,duluth / superior,9000,2012.0,subaru,impreza,good,4 cylinders,gas,99000.0,clean,automatic,4wd,compact,hatchback,silver,https://images.craigslist.org/00M0M_gqAsI0ozALNz_0CI0t2_600x450.jpg,mn,46.7946,-92.096,2021-04-08T15:09:10-0500
368980,7316767939,dallas / fort worth,23995,2011.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,152957.0,clean,automatic,rwd,full-size,pickup,silver,https://images.craigslist.org/00R0R_gfmdznznG5Gz_09G07g_600x450.jpg,tx,32.993035,-96.970246,2021-05-04T11:19:43-0500
119139,7313257343,tampa bay area,16999,1975.0,jeep,cj5,excellent,8 cylinders,gas,1111.0,clean,manual,4wd,compact,convertible,black,https://images.craigslist.org/00303_ixRK1oZvQzyz_0CI0t2_600x450.jpg,fl,28.712,-81.3552,2021-04-27T08:51:44-0400
32689,7313556650,inland empire,27900,2021.0,chevrolet,trailblazer,excellent,3 cylinders,gas,18320.0,clean,automatic,rwd,full-size,SUV,white,https://images.craigslist.org/00M0M_iDMo7LZDSN9z_0kE0fu_600x450.jpg,ca,33.91885,-117.5585,2021-04-27T14:35:30-0700
230793,7307436087,asheville,12995,2007.0,gmc,sierra,good,8 cylinders,gas,144000.0,clean,automatic,4wd,full-size,truck,blue,https://images.craigslist.org/00U0U_4W7zl2RxPbvz_0kE0fu_600x450.jpg,nc,35.8713,-80.0913,2021-04-15T17:56:59-0400
